orderId,orderTimestamp,customerId,amountSpent
3178,2010-03-05T00:00:00Z,47,7.22
360,2009-03-10T00:00:00Z,95,7.47
414,2009-04-07T00:00:00Z,95,3.68
292,2009-01-29T00:00:00Z,98,16.96
316,2009-02-16T00:00:00Z,98,6.74
344,2009-03-03T00:00:00Z,98,3.68
375,2009-03-17T00:00:00Z,98,4.09
377,2009-03-18T00:00:00Z,98,3.59
378,2009-03-18T00:00:00Z,98,3.59
403,2009-04-01T00:00:00Z,98,2.03
421,2009-04-10T00:00:00Z,98,3.59
422,2009-04-10T00:00:00Z,98,5.11
527,2009-05-05T00:00:00Z,98,3.59
276,2009-01-19T00:00:00Z,112,17.76
1765,2009-11-13T00:00:00Z,141,30.87
2830,2010-02-14T00:00:00Z,147,23.26
2030,2009-12-13T00:00:00Z,160,37.46
2284,2010-01-10T00:00:00Z,160,65.09
2724,2010-02-08T00:00:00Z,177,44.7928
2742,2010-02-09T00:00:00Z,177,41.6928
603,2009-05-19T00:00:00Z,180,66.21
1276,2009-09-21T00:00:00Z,180,46.0502
285,2009-01-27T00:00:00Z,182,291.64
2911,2010-02-18T00:00:00Z,182,390.0692
2987,2010-02-22T00:00:00Z,182,79.4442
3158,2010-03-04T00:00:00Z,182,260.122
3219,2010-03-08T00:00:00Z,182,270.1352
410,2009-04-07T00:00:00Z,200,29.8
578,2009-05-14T00:00:00Z,200,6.26
884,2009-07-13T00:00:00Z,200,2.24
995,2009-08-02T00:00:00Z,200,13.67
1402,2009-10-12T00:00:00Z,200,13.58
1454,2009-10-19T00:00:00Z,200,6.54
2387,2010-01-18T00:00:00Z,200,7.443
385,2009-03-22T00:00:00Z,202,101.83
416,2009-04-08T00:00:00Z,202,206.32
504,2009-04-30T00:00:00Z,202,142.04
526,2009-05-05T00:00:00Z,202,111.41
561,2009-05-12T00:00:00Z,202,96.14
607,2009-05-20T00:00:00Z,202,162.41
643,2009-05-27T00:00:00Z,202,144.73
673,2009-06-03T00:00:00Z,202,81.82
799,2009-06-29T00:00:00Z,202,208.52
1041,2009-08-11T00:00:00Z,202,142.86
1085,2009-08-20T00:00:00Z,202,230.71
1158,2009-09-01T00:00:00Z,202,164.3
1205,2009-09-08T00:00:00Z,202,243.9302
1425,2009-10-15T00:00:00Z,202,173.65
1457,2009-10-19T00:00:00Z,202,87.6505
1535,2009-10-27T00:00:00Z,202,206.29
1600,2009-11-04T00:00:00Z,202,115.9505
1689,2009-11-11T00:00:00Z,202,216.3905
1814,2009-11-18T00:00:00Z,202,158.94
2496,2010-01-26T00:00:00Z,202,161.77
265,2009-01-13T00:00:00Z,207,32.96
279,2009-01-20T00:00:00Z,207,24.24
299,2009-02-05T00:00:00Z,207,22.6
312,2009-02-12T00:00:00Z,207,55.4
313,2009-02-12T00:00:00Z,207,3.02
326,2009-02-19T00:00:00Z,207,28.29
327,2009-02-19T00:00:00Z,207,2.65
328,2009-02-19T00:00:00Z,207,2.8
338,2009-02-26T00:00:00Z,207,29.22
339,2009-02-26T00:00:00Z,207,28.34
357,2009-03-10T00:00:00Z,207,17.81
370,2009-03-17T00:00:00Z,207,45.3
388,2009-03-24T00:00:00Z,207,39.3
430,2009-04-14T00:00:00Z,207,14.42
466,2009-04-23T00:00:00Z,207,28.17
569,2009-05-14T00:00:00Z,207,38.95
612,2009-05-21T00:00:00Z,207,31.77
649,2009-05-28T00:00:00Z,207,34.24
676,2009-06-04T00:00:00Z,207,41.12
707,2009-06-11T00:00:00Z,207,22.67
733,2009-06-16T00:00:00Z,207,46.38
783,2009-06-25T00:00:00Z,207,14.66
802,2009-06-30T00:00:00Z,207,9.25
936,2009-07-23T00:00:00Z,207,29.41
958,2009-07-27T00:00:00Z,207,30.6
1043,2009-08-11T00:00:00Z,207,83.24
1074,2009-08-18T00:00:00Z,207,57.41
1117,2009-08-25T00:00:00Z,207,75.6252
1174,2009-09-03T00:00:00Z,207,82.7055
1245,2009-09-15T00:00:00Z,207,60.77
1280,2009-09-22T00:00:00Z,207,55.27
1378,2009-10-08T00:00:00Z,207,38.15
1597,2009-11-03T00:00:00Z,207,58.52
1661,2009-11-10T00:00:00Z,207,37.72
1905,2009-12-01T00:00:00Z,207,53.44
1992,2009-12-08T00:00:00Z,207,31.399
2057,2009-12-15T00:00:00Z,207,41.51
2107,2009-12-21T00:00:00Z,207,81.22
2499,2010-01-26T00:00:00Z,207,76.44
2631,2010-02-02T00:00:00Z,207,72.0175
2871,2010-02-16T00:00:00Z,207,71.8068
2973,2010-02-22T00:00:00Z,207,22.98
3049,2010-02-26T00:00:00Z,207,21.88
3110,2010-03-02T00:00:00Z,207,64.94
3211,2010-03-08T00:00:00Z,207,57.05
287,2009-01-28T00:00:00Z,225,16.99
308,2009-02-10T00:00:00Z,230,16.66
348,2009-03-05T00:00:00Z,230,18.7
434,2009-04-14T00:00:00Z,230,21.34
257,2009-01-06T00:00:00Z,253,57.51
274,2009-01-15T00:00:00Z,253,64.83
277,2009-01-20T00:00:00Z,253,80.48
283,2009-01-27T00:00:00Z,253,91.53
293,2009-02-02T00:00:00Z,253,54.86
295,2009-02-04T00:00:00Z,253,50.12
309,2009-02-11T00:00:00Z,253,76.89
310,2009-02-11T00:00:00Z,253,18.75
352,2009-03-09T00:00:00Z,253,93.34
381,2009-03-19T00:00:00Z,253,88.84
387,2009-03-24T00:00:00Z,253,83.93
393,2009-03-26T00:00:00Z,253,21.29
399,2009-03-31T00:00:00Z,253,72.7
405,2009-04-02T00:00:00Z,253,47.92
411,2009-04-07T00:00:00Z,253,115.56
419,2009-04-09T00:00:00Z,253,32.34
420,2009-04-09T00:00:00Z,253,5.45
435,2009-04-14T00:00:00Z,253,67.21
439,2009-04-16T00:00:00Z,253,16.96
468,2009-04-23T00:00:00Z,253,85.9
499,2009-04-30T00:00:00Z,253,102.09
528,2009-05-05T00:00:00Z,253,53.73
533,2009-05-07T00:00:00Z,253,78.98
563,2009-05-12T00:00:00Z,253,81.41
606,2009-05-20T00:00:00Z,253,40.97
613,2009-05-21T00:00:00Z,253,59.61
636,2009-05-26T00:00:00Z,253,104.19
680,2009-06-04T00:00:00Z,253,91.58
681,2009-06-04T00:00:00Z,253,13.27
696,2009-06-09T00:00:00Z,253,25.33
736,2009-06-16T00:00:00Z,253,141.65
762,2009-06-19T00:00:00Z,253,38.99
785,2009-06-25T00:00:00Z,253,105.84
791,2009-06-26T00:00:00Z,253,36.05
826,2009-07-02T00:00:00Z,253,68.47
844,2009-07-07T00:00:00Z,253,167.73
896,2009-07-14T00:00:00Z,253,243.92
930,2009-07-21T00:00:00Z,253,67.33
939,2009-07-23T00:00:00Z,253,78.3
991,2009-07-31T00:00:00Z,253,73.45
1004,2009-08-04T00:00:00Z,253,112.51
1044,2009-08-11T00:00:00Z,253,275.94
1065,2009-08-17T00:00:00Z,253,93.54
1072,2009-08-18T00:00:00Z,253,8.55
1121,2009-08-25T00:00:00Z,253,117.2805
1163,2009-09-01T00:00:00Z,253,133.1505
1164,2009-09-01T00:00:00Z,253,15.1
1211,2009-09-08T00:00:00Z,253,77.8405
1249,2009-09-15T00:00:00Z,253,120.7102
1295,2009-09-23T00:00:00Z,253,183.559
1306,2009-09-24T00:00:00Z,253,12.89
1326,2009-09-29T00:00:00Z,253,64.6677
1381,2009-10-08T00:00:00Z,253,193.0202
1419,2009-10-14T00:00:00Z,253,136.45
1429,2009-10-15T00:00:00Z,253,23.74
1594,2009-11-03T00:00:00Z,253,141.1412
1622,2009-11-05T00:00:00Z,253,33.3537
1749,2009-11-12T00:00:00Z,253,58.2455
1944,2009-12-04T00:00:00Z,253,184.1292
1998,2009-12-09T00:00:00Z,253,82.6957
2022,2009-12-11T00:00:00Z,253,14.9875
2093,2009-12-18T00:00:00Z,253,78.28
2146,2009-12-28T00:00:00Z,253,198.7354
2148,2009-12-28T00:00:00Z,253,5.115
2233,2010-01-05T00:00:00Z,253,65.1562
2250,2010-01-07T00:00:00Z,253,31.1478
2324,2010-01-12T00:00:00Z,253,210.89
2408,2010-01-19T00:00:00Z,253,105.739
2500,2010-01-26T00:00:00Z,253,166.457
2573,2010-01-30T00:00:00Z,253,42.3975
2598,2010-02-01T00:00:00Z,253,136.1052
2744,2010-02-09T00:00:00Z,253,203.433
2853,2010-02-15T00:00:00Z,253,129.07
2971,2010-02-22T00:00:00Z,253,166.3652
3089,2010-03-01T00:00:00Z,253,165.1375
3225,2010-03-08T00:00:00Z,253,294.2708
270,2009-01-14T00:00:00Z,277,127.47
286,2009-01-28T00:00:00Z,277,146.085
315,2009-02-15T00:00:00Z,277,89.295
335,2009-02-25T00:00:00Z,277,169.72
362,2009-03-11T00:00:00Z,277,104.45
383,2009-03-19T00:00:00Z,277,187.81
404,2009-04-02T00:00:00Z,277,117.76
417,2009-04-09T00:00:00Z,277,64.8
437,2009-04-15T00:00:00Z,277,47.03
458,2009-04-20T00:00:00Z,277,94.87
565,2009-05-12T00:00:00Z,277,181.295
614,2009-05-21T00:00:00Z,277,118.76
695,2009-06-09T00:00:00Z,277,177.12
758,2009-06-18T00:00:00Z,277,120.61
820,2009-07-02T00:00:00Z,277,137.01
885,2009-07-13T00:00:00Z,277,179.49
967,2009-07-29T00:00:00Z,277,100.05
1061,2009-08-17T00:00:00Z,277,269.125
1169,2009-09-02T00:00:00Z,277,234.591
1289,2009-09-22T00:00:00Z,277,136.5805
1331,2009-09-29T00:00:00Z,277,105.6752
1467,2009-10-20T00:00:00Z,277,153.09
1593,2009-11-03T00:00:00Z,277,212.5655
1693,2009-11-11T00:00:00Z,277,199.8052
2071,2009-12-16T00:00:00Z,277,336.717
2121,2009-12-22T00:00:00Z,277,100.1412
2325,2010-01-12T00:00:00Z,277,263.4845
2470,2010-01-25T00:00:00Z,277,286.3177
2620,2010-02-02T00:00:00Z,277,214.04
2975,2010-02-22T00:00:00Z,277,210.296
3226,2010-03-08T00:00:00Z,277,200.38
304,2009-02-09T00:00:00Z,407,20.55
268,2009-01-13T00:00:00Z,457,50.21
349,2009-03-05T00:00:00Z,457,39.44
927,2009-07-21T00:00:00Z,457,50.67
2041,2009-12-14T00:00:00Z,457,92.2452
2296,2010-01-11T00:00:00Z,457,56.07
2386,2010-01-18T00:00:00Z,457,28.81
2479,2010-01-25T00:00:00Z,457,53.89
2963,2010-02-22T00:00:00Z,457,37.13
3131,2010-03-03T00:00:00Z,457,60.235
3208,2010-03-08T00:00:00Z,457,42.56
329,2009-02-19T00:00:00Z,464,12.6
263,2009-01-12T00:00:00Z,550,87.63
303,2009-02-09T00:00:00Z,550,89.33
334,2009-02-23T00:00:00Z,550,177.63
661,2009-05-31T00:00:00Z,550,101.09
769,2009-06-22T00:00:00Z,550,94.34
2246,2010-01-06T00:00:00Z,550,113.771
281,2009-01-24T00:00:00Z,616,101.22
372,2009-03-17T00:00:00Z,616,93.29
457,2009-04-20T00:00:00Z,616,191.62
594,2009-05-19T00:00:00Z,807,89.56
710,2009-06-11T00:00:00Z,807,32.7
890,2009-07-14T00:00:00Z,807,41.79
2106,2009-12-21T00:00:00Z,825,52.39
267,2009-01-13T00:00:00Z,891,131.98
282,2009-01-27T00:00:00Z,891,105.73
305,2009-02-10T00:00:00Z,891,136.07
336,2009-02-25T00:00:00Z,891,117.51
359,2009-03-10T00:00:00Z,891,134
401,2009-04-01T00:00:00Z,891,155.35
432,2009-04-14T00:00:00Z,891,67.66
492,2009-04-27T00:00:00Z,891,145.37
592,2009-05-18T00:00:00Z,891,117.51
650,2009-05-28T00:00:00Z,891,127.47
703,2009-06-10T00:00:00Z,891,66.28
729,2009-06-15T00:00:00Z,891,66.08
770,2009-06-22T00:00:00Z,891,54.13
889,2009-07-14T00:00:00Z,891,47.88
924,2009-07-20T00:00:00Z,891,44.42
1204,2009-09-08T00:00:00Z,891,114.02
1476,2009-10-21T00:00:00Z,891,56.0252
1616,2009-11-05T00:00:00Z,891,130.41
1818,2009-11-18T00:00:00Z,891,51.33
1961,2009-12-06T00:00:00Z,891,60.92
2122,2009-12-22T00:00:00Z,891,45.7102
2131,2009-12-23T00:00:00Z,891,63.31
2432,2010-01-21T00:00:00Z,891,69.55
2678,2010-02-04T00:00:00Z,891,132.97
280,2009-01-20T00:00:00Z,899,12.29
2330,2010-01-12T00:00:00Z,937,41.35
2403,2010-01-19T00:00:00Z,937,35.5402
2510,2010-01-27T00:00:00Z,937,48.6488
3130,2010-03-03T00:00:00Z,937,56.3302
2203,2010-01-04T00:00:00Z,940,116.4058
560,2009-05-10T00:00:00Z,1023,28.82
589,2009-05-15T00:00:00Z,1023,26.37
619,2009-05-21T00:00:00Z,1023,46
1229,2009-09-11T00:00:00Z,1023,36.99
1349,2009-10-01T00:00:00Z,1023,76.52
2140,2009-12-27T00:00:00Z,1027,42.82
342,2009-03-01T00:00:00Z,1409,25.93
602,2009-05-19T00:00:00Z,1409,27.01
1496,2009-10-22T00:00:00Z,1409,53.66
259,2009-01-06T00:00:00Z,1558,62.74
284,2009-01-27T00:00:00Z,1558,71.88
371,2009-03-17T00:00:00Z,1558,44.01
394,2009-03-26T00:00:00Z,1558,37.78
600,2009-05-19T00:00:00Z,1558,46.98
1591,2009-11-03T00:00:00Z,1558,138.56
1798,2009-11-17T00:00:00Z,1558,76.85
1869,2009-11-23T00:00:00Z,1558,236.45
1903,2009-11-30T00:00:00Z,1558,102.9042
1990,2009-12-08T00:00:00Z,1558,50.47
1991,2009-12-08T00:00:00Z,1558,14.21
2058,2009-12-15T00:00:00Z,1558,281.6052
2231,2010-01-05T00:00:00Z,1558,112.77
307,2009-02-10T00:00:00Z,1588,18.32
269,2009-01-14T00:00:00Z,1625,33.22
545,2009-05-08T00:00:00Z,1625,48.49
624,2009-05-22T00:00:00Z,1625,36.4
989,2009-07-31T00:00:00Z,1625,50.07
1099,2009-08-21T00:00:00Z,1625,27.39
1303,2009-09-24T00:00:00Z,1625,35.5602
1567,2009-10-30T00:00:00Z,1625,50.38
2567,2010-01-29T00:00:00Z,1625,33.814
1067,2009-08-18T00:00:00Z,1701,57.33
1214,2009-09-09T00:00:00Z,1701,50.493
1307,2009-09-24T00:00:00Z,1701,91.76
1389,2009-10-08T00:00:00Z,1701,28.39
1432,2009-10-15T00:00:00Z,1701,28.79
1568,2009-10-30T00:00:00Z,1701,53.12
1872,2009-11-24T00:00:00Z,1701,51.63
2087,2009-12-18T00:00:00Z,1701,106.2787
2174,2009-12-30T00:00:00Z,1701,116.423
1336,2009-09-30T00:00:00Z,1844,53.1402
1514,2009-10-24T00:00:00Z,1925,87.581
358,2009-03-10T00:00:00Z,2195,49.15
374,2009-03-17T00:00:00Z,2195,23.27
641,2009-05-27T00:00:00Z,2195,53.77
662,2009-06-01T00:00:00Z,2195,47.58
2585,2010-01-31T00:00:00Z,2195,95.4563
2872,2010-02-16T00:00:00Z,2195,64.84
2259,2010-01-07T00:00:00Z,2235,25.7177
2336,2010-01-13T00:00:00Z,2235,16.54
2405,2010-01-19T00:00:00Z,2235,14.35
2804,2010-02-12T00:00:00Z,2235,35.5677
297,2009-02-04T00:00:00Z,2583,21.37
709,2009-06-11T00:00:00Z,2583,25.19
757,2009-06-18T00:00:00Z,2583,15.41
780,2009-06-25T00:00:00Z,2583,31.34
825,2009-07-02T00:00:00Z,2583,21.86
937,2009-07-23T00:00:00Z,2583,17.14
1089,2009-08-20T00:00:00Z,2583,35.86
1177,2009-09-03T00:00:00Z,2583,34.83
1222,2009-09-10T00:00:00Z,2583,59.49
1261,2009-09-17T00:00:00Z,2583,21.72
1305,2009-09-24T00:00:00Z,2583,15.76
1346,2009-10-01T00:00:00Z,2583,34.94
1382,2009-10-08T00:00:00Z,2583,28.88
1489,2009-10-22T00:00:00Z,2583,19.76
1706,2009-11-11T00:00:00Z,2583,29.8002
1975,2009-12-07T00:00:00Z,2583,57.6245
2145,2009-12-28T00:00:00Z,2583,69.1302
2770,2010-02-10T00:00:00Z,2583,33.4
3048,2010-02-26T00:00:00Z,2583,30.4472
331,2009-02-21T00:00:00Z,2930,69.84
322,2009-02-17T00:00:00Z,3181,18.35
442,2009-04-16T00:00:00Z,3181,26.24
472,2009-04-23T00:00:00Z,3181,14.37
256,2009-01-06T00:00:00Z,3190,35.48
541,2009-05-07T00:00:00Z,3190,15.05
542,2009-05-07T00:00:00Z,3190,2.99
258,2009-01-06T00:00:00Z,3194,7.37
741,2009-06-17T00:00:00Z,3194,20.62
804,2009-06-30T00:00:00Z,3194,8.18
2589,2010-01-31T00:00:00Z,3194,20.82
2228,2010-01-05T00:00:00Z,3197,73.8033
2254,2010-01-07T00:00:00Z,3197,62.9018
2309,2010-01-11T00:00:00Z,3197,56.9508
2439,2010-01-21T00:00:00Z,3197,91.104
2550,2010-01-29T00:00:00Z,3197,74.07
266,2009-01-13T00:00:00Z,3355,3.68
271,2009-01-14T00:00:00Z,3385,47.56
433,2009-04-14T00:00:00Z,3385,41.9
1080,2009-08-19T00:00:00Z,3385,51.56
273,2009-01-15T00:00:00Z,3394,13.64
320,2009-02-17T00:00:00Z,3394,37.05
379,2009-03-18T00:00:00Z,3394,27.52
438,2009-04-15T00:00:00Z,3394,53.96
726,2009-06-15T00:00:00Z,3394,34.52
1113,2009-08-25T00:00:00Z,3394,28.3552
288,2009-01-28T00:00:00Z,3616,8.06
290,2009-01-29T00:00:00Z,3640,31.84
932,2009-07-21T00:00:00Z,3640,44.27
1200,2009-09-07T00:00:00Z,3640,59.91
1250,2009-09-15T00:00:00Z,3640,43.96
1300,2009-09-24T00:00:00Z,3640,43.65
1420,2009-10-14T00:00:00Z,3640,35.04
1465,2009-10-20T00:00:00Z,3640,33.32
1596,2009-11-03T00:00:00Z,3640,82.9
1650,2009-11-10T00:00:00Z,3640,40.39
1874,2009-11-24T00:00:00Z,3640,42.4
1928,2009-12-03T00:00:00Z,3640,92.0219
2230,2010-01-05T00:00:00Z,3640,34.6185
2318,2010-01-12T00:00:00Z,3640,52.27
2437,2010-01-21T00:00:00Z,3640,55.78
296,2009-02-04T00:00:00Z,3733,15.01
306,2009-02-10T00:00:00Z,3767,73.87
1517,2009-10-26T00:00:00Z,3767,33.15
311,2009-02-12T00:00:00Z,3889,65.18
490,2009-04-25T00:00:00Z,3889,230.17
670,2009-06-02T00:00:00Z,3889,113.42
739,2009-06-16T00:00:00Z,3889,187.54
803,2009-06-30T00:00:00Z,3889,77.88
853,2009-07-09T00:00:00Z,3889,89.9
908,2009-07-16T00:00:00Z,3889,91.38
972,2009-07-29T00:00:00Z,3889,159.28
1050,2009-08-12T00:00:00Z,3889,68.5
1135,2009-08-27T00:00:00Z,3889,100.7952
1210,2009-09-08T00:00:00Z,3889,60.2862
1258,2009-09-17T00:00:00Z,3889,139.4495
1339,2009-09-30T00:00:00Z,3889,99.1
1427,2009-10-15T00:00:00Z,3889,157.6
1588,2009-11-03T00:00:00Z,3889,140.8005
1878,2009-11-25T00:00:00Z,3889,183.1745
2171,2009-12-30T00:00:00Z,3889,74.762200000000007
2364,2010-01-15T00:00:00Z,3889,39.38
2588,2010-01-31T00:00:00Z,3889,143.2598
2933,2010-02-19T00:00:00Z,3889,148.8822
317,2009-02-16T00:00:00Z,4058,31.53
1498,2009-10-22T00:00:00Z,4058,34.72
324,2009-02-18T00:00:00Z,4152,189.37
340,2009-03-01T00:00:00Z,4152,171.15
351,2009-03-08T00:00:00Z,4152,160.44
395,2009-03-29T00:00:00Z,4152,72.22
409,2009-04-06T00:00:00Z,4152,137.08
464,2009-04-22T00:00:00Z,4152,282.35
496,2009-04-29T00:00:00Z,4152,143.98
502,2009-04-30T00:00:00Z,4152,45.15
678,2009-06-04T00:00:00Z,4152,175.24
796,2009-06-29T00:00:00Z,4152,101.05
881,2009-07-13T00:00:00Z,4152,103.62
917,2009-07-19T00:00:00Z,4152,104.45
1103,2009-08-23T00:00:00Z,4152,70.27
1264,2009-09-17T00:00:00Z,4152,48.29
1273,2009-09-19T00:00:00Z,4152,6.03
1572,2009-11-01T00:00:00Z,4152,134.01
1885,2009-11-29T00:00:00Z,4152,231.9207
2198,2010-01-03T00:00:00Z,4152,262.93
2452,2010-01-24T00:00:00Z,4152,80.65
2612,2010-02-01T00:00:00Z,4152,210.1167
2673,2010-02-04T00:00:00Z,4152,45.96
3064,2010-02-28T00:00:00Z,4152,180.02
325,2009-02-18T00:00:00Z,4160,43.52
330,2009-02-20T00:00:00Z,4244,20.04
347,2009-03-04T00:00:00Z,4244,24.88
354,2009-03-09T00:00:00Z,4244,13.4
369,2009-03-17T00:00:00Z,4244,27.19
391,2009-03-25T00:00:00Z,4244,13.63
424,2009-04-12T00:00:00Z,4244,37
497,2009-04-29T00:00:00Z,4244,31.1
571,2009-05-14T00:00:00Z,4244,20.03
645,2009-05-27T00:00:00Z,4244,33.33
776,2009-06-23T00:00:00Z,4244,31.45
843,2009-07-07T00:00:00Z,4244,18.39
892,2009-07-14T00:00:00Z,4244,23.47
928,2009-07-21T00:00:00Z,4244,13.04
954,2009-07-27T00:00:00Z,4244,24.57
1042,2009-08-11T00:00:00Z,4244,27.63
1118,2009-08-25T00:00:00Z,4244,11.12
1201,2009-09-07T00:00:00Z,4244,30.29
1332,2009-09-29T00:00:00Z,4244,31.21
1450,2009-10-19T00:00:00Z,4244,19.23
1637,2009-11-09T00:00:00Z,4244,19.23
1971,2009-12-07T00:00:00Z,4244,43.09
2099,2009-12-20T00:00:00Z,4244,18.5902
2226,2010-01-05T00:00:00Z,4244,23.79
2834,2010-02-14T00:00:00Z,4244,46.2
2967,2010-02-22T00:00:00Z,4244,21.089
332,2009-02-22T00:00:00Z,4270,50.1
1277,2009-09-21T00:00:00Z,4270,21.05
2851,2010-02-15T00:00:00Z,4270,18.6462
343,2009-03-01T00:00:00Z,4433,20.22
425,2009-04-12T00:00:00Z,4516,173.07
498,2009-04-29T00:00:00Z,4516,52.78
631,2009-05-22T00:00:00Z,4516,41.41
913,2009-07-17T00:00:00Z,4516,16.73
1202,2009-09-07T00:00:00Z,4516,73.35
1867,2009-11-23T00:00:00Z,4516,59.7372
2461,2010-01-24T00:00:00Z,4516,95.97
622,2009-05-22T00:00:00Z,4577,51.19
659,2009-05-29T00:00:00Z,4577,39
663,2009-06-01T00:00:00Z,4577,43.43
714,2009-06-12T00:00:00Z,4577,60.17
1026,2009-08-07T00:00:00Z,4577,51.02
1354,2009-10-02T00:00:00Z,4577,91.59
1440,2009-10-16T00:00:00Z,4577,76.47
1509,2009-10-23T00:00:00Z,4577,37.83
1605,2009-11-04T00:00:00Z,4577,70.06
1930,2009-12-03T00:00:00Z,4577,69.359
2143,2009-12-28T00:00:00Z,4577,61.0937
2559,2010-01-29T00:00:00Z,4577,53.2397
2717,2010-02-08T00:00:00Z,4577,99.3255
2926,2010-02-19T00:00:00Z,4577,72.046
3012,2010-02-24T00:00:00Z,4577,81.7752
356,2009-03-09T00:00:00Z,4622,49.36
406,2009-04-02T00:00:00Z,4622,28.76
473,2009-04-23T00:00:00Z,4622,12.53
553,2009-05-08T00:00:00Z,4622,27.36
568,2009-05-14T00:00:00Z,4622,56.53
573,2009-05-14T00:00:00Z,4622,9.8
584,2009-05-15T00:00:00Z,4622,81.07
597,2009-05-19T00:00:00Z,4622,43.01
629,2009-05-22T00:00:00Z,4622,59.43
637,2009-05-26T00:00:00Z,4622,58.25
651,2009-05-28T00:00:00Z,4622,52.04
668,2009-06-02T00:00:00Z,4622,55.71
694,2009-06-09T00:00:00Z,4622,68.54
706,2009-06-11T00:00:00Z,4622,70.22
725,2009-06-15T00:00:00Z,4622,59.48
730,2009-06-16T00:00:00Z,4622,20.65
744,2009-06-17T00:00:00Z,4622,3.14
771,2009-06-23T00:00:00Z,4622,80.73
772,2009-06-23T00:00:00Z,4622,13.84
801,2009-06-29T00:00:00Z,4622,124
818,2009-07-02T00:00:00Z,4622,46.5
841,2009-07-07T00:00:00Z,4622,67.14
842,2009-07-07T00:00:00Z,4622,5.73
929,2009-07-21T00:00:00Z,4622,41.88
1001,2009-08-04T00:00:00Z,4622,34.25
1059,2009-08-14T00:00:00Z,4622,48.58
1068,2009-08-18T00:00:00Z,4622,54.86
1107,2009-08-25T00:00:00Z,4622,109.14
1108,2009-08-25T00:00:00Z,4622,86.13
