"","customerId","orderTimestamp","amountSpent","productName","productCategory","adSpent","acqChannel","age","salary"
"30",47,2009-07-06,44.88,"Wearable AUSG with Calorie Counter","Medical",26.9791035975795,"fb",44,"low"
"31",47,2009-07-08,17.61,"Step and Distance Pedometer TL Pro","Industrial",26.9791035975795,"fb",44,"low"
"32",47,2009-07-13,23.15,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.9791035975795,"fb",44,"low"
"33",47,2009-07-19,71.09,"Wearable Transmitter KR","Lifestyle",26.9791035975795,"fb",44,"low"
"34",47,2009-07-24,50.66,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",26.9791035975795,"fb",44,"low"
"35",47,2009-07-30,69.11,"Action Camera Pro","Lifestyle",26.9791035975795,"fb",44,"low"
"36",47,2009-07-30,41,"Strapless Heart Rate Monitor","Medical",26.9791035975795,"fb",44,"low"
"37",47,2009-08-10,51.42,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",26.9791035975795,"fb",44,"low"
"38",47,2009-08-10,14.76,"Microcontroller ES","Fitness",26.9791035975795,"fb",44,"low"
"39",47,2009-08-10,15.64,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",26.9791035975795,"fb",44,"low"
"40",47,2009-08-18,12.9555,"Wearable AUSG with Calorie Counter","Medical",26.9791035975795,"fb",44,"low"
"41",47,2009-08-25,50.29,"Step and Distance Pedometer TL Pro","Industrial",26.9791035975795,"fb",44,"low"
"42",47,2009-08-25,4.09,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.9791035975795,"fb",44,"low"
"43",47,2009-08-25,3.08,"Wearable Transmitter KR","Lifestyle",26.9791035975795,"fb",44,"low"
"44",47,2009-08-28,66.25,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",26.9791035975795,"fb",44,"low"
"45",47,2009-08-28,7.56,"Action Camera Pro","Lifestyle",26.9791035975795,"fb",44,"low"
"46",47,2009-09-02,70.1302,"Strapless Heart Rate Monitor","Medical",26.9791035975795,"fb",44,"low"
"47",47,2009-09-03,12.27,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",26.9791035975795,"fb",44,"low"
"48",47,2009-09-07,106.89,"Microcontroller ES","Fitness",26.9791035975795,"fb",44,"low"
"49",47,2009-09-17,92.51,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",26.9791035975795,"fb",44,"low"
"50",47,2009-09-21,40.125,"Wearable AUSG with Calorie Counter","Medical",26.9791035975795,"fb",44,"low"
"51",47,2009-09-29,61.74,"Step and Distance Pedometer TL Pro","Industrial",26.9791035975795,"fb",44,"low"
"52",47,2009-10-05,51.78,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.9791035975795,"fb",44,"low"
"53",47,2009-10-11,3.74,"Wearable Transmitter KR","Lifestyle",26.9791035975795,"fb",44,"low"
"54",47,2009-10-20,40.11,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",26.9791035975795,"fb",44,"low"
"55",47,2009-10-26,45.4838,"Action Camera Pro","Lifestyle",26.9791035975795,"fb",44,"low"
"56",47,2009-11-05,41.78,"Strapless Heart Rate Monitor","Medical",26.9791035975795,"fb",44,"low"
"57",47,2009-11-12,23.1,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",26.9791035975795,"fb",44,"low"
"58",47,2009-11-17,48.25,"Microcontroller ES","Fitness",26.9791035975795,"fb",44,"low"
"59",47,2009-11-18,5,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",26.9791035975795,"fb",44,"low"
"60",47,2009-11-29,60.14,"Wearable AUSG with Calorie Counter","Medical",26.9791035975795,"fb",44,"low"
"61",47,2009-12-06,70.72,"Step and Distance Pedometer TL Pro","Industrial",26.9791035975795,"fb",44,"low"
"62",47,2009-12-14,172.534,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.9791035975795,"fb",44,"low"
"63",47,2010-01-03,62.3497,"Wearable Transmitter KR","Lifestyle",26.9791035975795,"fb",44,"low"
"64",47,2010-01-04,18.39,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",26.9791035975795,"fb",44,"low"
"65",47,2010-01-24,52.0292,"Action Camera Pro","Lifestyle",26.9791035975795,"fb",44,"low"
"66",47,2010-01-31,47.6325,"Strapless Heart Rate Monitor","Medical",26.9791035975795,"fb",44,"low"
"67",47,2010-01-31,23.629,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",26.9791035975795,"fb",44,"low"
"68",47,2010-02-01,6.638,"Microcontroller ES","Fitness",26.9791035975795,"fb",44,"low"
"69",47,2010-02-16,79.9095,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",26.9791035975795,"fb",44,"low"
"70",47,2010-02-22,51.15,"Wearable AUSG with Calorie Counter","Medical",26.9791035975795,"fb",44,"low"
"71",47,2010-02-23,27.97,"Step and Distance Pedometer TL Pro","Industrial",26.9791035975795,"fb",44,"low"
"72",47,2010-02-25,15.5025,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.9791035975795,"fb",44,"low"
"73",47,2010-03-01,48.152,"Wearable Transmitter KR","Lifestyle",26.9791035975795,"fb",44,"low"
"74",47,2010-03-02,34.13,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",26.9791035975795,"fb",44,"low"
"75",47,2010-03-05,7.22,"Action Camera Pro","Lifestyle",26.9791035975795,"fb",44,"low"
"76",95,2009-03-10,7.47,"Strapless Heart Rate Monitor","Medical",1.13735736673698,"fb",50,"low"
"77",95,2009-04-07,3.68,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",1.13735736673698,"fb",50,"low"
"78",98,2009-01-29,16.96,"Microcontroller ES","Fitness",36.9021336636506,"fb",19,"low"
"79",98,2009-02-16,6.74,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",36.9021336636506,"fb",19,"low"
"80",98,2009-03-03,3.68,"Wearable AUSG with Calorie Counter","Medical",36.9021336636506,"fb",19,"low"
"81",98,2009-03-17,4.09,"Step and Distance Pedometer TL Pro","Industrial",36.9021336636506,"fb",19,"low"
"82",98,2009-03-18,3.59,"Biking Tracker U Pro with MP3 Player","Pets and Animals",36.9021336636506,"fb",19,"low"
"83",98,2009-03-18,3.59,"Wearable Transmitter KR","Lifestyle",36.9021336636506,"fb",19,"low"
"84",98,2009-04-01,2.03,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",36.9021336636506,"fb",19,"low"
"85",98,2009-04-10,3.59,"Action Camera Pro","Lifestyle",36.9021336636506,"fb",19,"low"
"86",98,2009-04-10,5.11,"Strapless Heart Rate Monitor","Medical",36.9021336636506,"fb",19,"low"
"87",98,2009-05-05,3.59,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",36.9021336636506,"fb",19,"low"
"88",112,2009-01-19,17.76,"Microcontroller ES","Fitness",14.6225054934621,"fb",69,"low"
"89",141,2009-11-13,30.87,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",49.0516753348056,"google",51,"low"
"90",147,2010-02-14,23.26,"Wearable AUSG with Calorie Counter","Medical",40.2810218282975,"google",33,"low"
"91",160,2009-12-13,37.46,"Step and Distance Pedometer TL Pro","Industrial",47.9066823956091,"fb",61,"high"
"92",160,2010-01-10,65.09,"Biking Tracker U Pro with MP3 Player","Pets and Animals",47.9066823956091,"fb",61,"high"
"93",177,2010-02-08,44.7928,"Wearable Transmitter KR","Lifestyle",34.2856227953453,"google",48,"high"
"94",177,2010-02-09,41.6928,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",34.2856227953453,"google",48,"high"
"95",180,2009-05-19,66.21,"Action Camera Pro","Lifestyle",5.42394088977017,"google",70,"mid"
"96",180,2009-09-21,46.0502,"Strapless Heart Rate Monitor","Medical",5.42394088977017,"google",70,"mid"
"97",182,2009-01-27,291.64,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",34.0279770880006,"google",43,"high"
"98",182,2010-02-18,390.0692,"Microcontroller ES","Fitness",34.0279770880006,"google",43,"high"
"99",182,2010-02-22,79.4442,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",34.0279770880006,"google",43,"high"
"100",182,2010-03-04,260.122,"Wearable AUSG with Calorie Counter","Medical",34.0279770880006,"google",43,"high"
"101",182,2010-03-08,270.1352,"Step and Distance Pedometer TL Pro","Industrial",34.0279770880006,"google",43,"high"
"102",200,2009-04-07,29.8,"Biking Tracker U Pro with MP3 Player","Pets and Animals",25.9735546766315,"fb",63,"low"
"103",200,2009-05-14,6.26,"Wearable Transmitter KR","Lifestyle",25.9735546766315,"fb",63,"low"
"104",200,2009-07-13,2.24,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",25.9735546766315,"fb",63,"low"
"105",200,2009-08-02,13.67,"Action Camera Pro","Lifestyle",25.9735546766315,"fb",63,"low"
"106",200,2009-10-12,13.58,"Strapless Heart Rate Monitor","Medical",25.9735546766315,"fb",63,"low"
"107",200,2009-10-19,6.54,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",25.9735546766315,"fb",63,"low"
"108",200,2010-01-18,7.443,"Microcontroller ES","Fitness",25.9735546766315,"fb",63,"low"
"109",202,2009-03-22,101.83,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",15.1925870375708,"fb",39,"low"
"110",202,2009-04-08,206.32,"Wearable AUSG with Calorie Counter","Medical",15.1925870375708,"fb",39,"low"
"111",202,2009-04-30,142.04,"Step and Distance Pedometer TL Pro","Industrial",15.1925870375708,"fb",39,"low"
"112",202,2009-05-05,111.41,"Biking Tracker U Pro with MP3 Player","Pets and Animals",15.1925870375708,"fb",39,"low"
"113",202,2009-05-12,96.14,"Wearable Transmitter KR","Lifestyle",15.1925870375708,"fb",39,"low"
"114",202,2009-05-20,162.41,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",15.1925870375708,"fb",39,"low"
"115",202,2009-05-27,144.73,"Action Camera Pro","Lifestyle",15.1925870375708,"fb",39,"low"
"116",202,2009-06-03,81.82,"Strapless Heart Rate Monitor","Medical",15.1925870375708,"fb",39,"low"
"117",202,2009-06-29,208.52,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",15.1925870375708,"fb",39,"low"
"118",202,2009-08-11,142.86,"Microcontroller ES","Fitness",15.1925870375708,"fb",39,"low"
"119",202,2009-08-20,230.71,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",15.1925870375708,"fb",39,"low"
"120",202,2009-09-01,164.3,"Wearable AUSG with Calorie Counter","Medical",15.1925870375708,"fb",39,"low"
"121",202,2009-09-08,243.9302,"Step and Distance Pedometer TL Pro","Industrial",15.1925870375708,"fb",39,"low"
"122",202,2009-10-15,173.65,"Biking Tracker U Pro with MP3 Player","Pets and Animals",15.1925870375708,"fb",39,"low"
"123",202,2009-10-19,87.6505,"Wearable Transmitter KR","Lifestyle",15.1925870375708,"fb",39,"low"
"124",202,2009-10-27,206.29,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",15.1925870375708,"fb",39,"low"
"125",202,2009-11-04,115.9505,"Action Camera Pro","Lifestyle",15.1925870375708,"fb",39,"low"
"126",202,2009-11-11,216.3905,"Strapless Heart Rate Monitor","Medical",15.1925870375708,"fb",39,"low"
"127",202,2009-11-18,158.94,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",15.1925870375708,"fb",39,"low"
"128",202,2010-01-26,161.77,"Microcontroller ES","Fitness",15.1925870375708,"fb",39,"low"
"129",207,2009-01-13,32.96,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",7.1463660907466,"fb",64,"low"
"130",207,2009-01-20,24.24,"Wearable AUSG with Calorie Counter","Medical",7.1463660907466,"fb",64,"low"
"131",207,2009-02-05,22.6,"Step and Distance Pedometer TL Pro","Industrial",7.1463660907466,"fb",64,"low"
"132",207,2009-02-12,55.4,"Biking Tracker U Pro with MP3 Player","Pets and Animals",7.1463660907466,"fb",64,"low"
"133",207,2009-02-12,3.02,"Wearable Transmitter KR","Lifestyle",7.1463660907466,"fb",64,"low"
"134",207,2009-02-19,28.29,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",7.1463660907466,"fb",64,"low"
"135",207,2009-02-19,2.65,"Action Camera Pro","Lifestyle",7.1463660907466,"fb",64,"low"
"136",207,2009-02-19,2.8,"Strapless Heart Rate Monitor","Medical",7.1463660907466,"fb",64,"low"
"137",207,2009-02-26,29.22,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",7.1463660907466,"fb",64,"low"
"138",207,2009-02-26,28.34,"Microcontroller ES","Fitness",7.1463660907466,"fb",64,"low"
"139",207,2009-03-10,17.81,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",7.1463660907466,"fb",64,"low"
"140",207,2009-03-17,45.3,"Wearable AUSG with Calorie Counter","Medical",7.1463660907466,"fb",64,"low"
"141",207,2009-03-24,39.3,"Step and Distance Pedometer TL Pro","Industrial",7.1463660907466,"fb",64,"low"
"142",207,2009-04-14,14.42,"Biking Tracker U Pro with MP3 Player","Pets and Animals",7.1463660907466,"fb",64,"low"
"143",207,2009-04-23,28.17,"Wearable Transmitter KR","Lifestyle",7.1463660907466,"fb",64,"low"
"144",207,2009-05-14,38.95,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",7.1463660907466,"fb",64,"low"
"145",207,2009-05-21,31.77,"Action Camera Pro","Lifestyle",7.1463660907466,"fb",64,"low"
"146",207,2009-05-28,34.24,"Strapless Heart Rate Monitor","Medical",7.1463660907466,"fb",64,"low"
"147",207,2009-06-04,41.12,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",7.1463660907466,"fb",64,"low"
"148",207,2009-06-11,22.67,"Microcontroller ES","Fitness",7.1463660907466,"fb",64,"low"
"149",207,2009-06-16,46.38,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",7.1463660907466,"fb",64,"low"
"150",207,2009-06-25,14.66,"Wearable AUSG with Calorie Counter","Medical",7.1463660907466,"fb",64,"low"
"151",207,2009-06-30,9.25,"Step and Distance Pedometer TL Pro","Industrial",7.1463660907466,"fb",64,"low"
"152",207,2009-07-23,29.41,"Biking Tracker U Pro with MP3 Player","Pets and Animals",7.1463660907466,"fb",64,"low"
"153",207,2009-07-27,30.6,"Wearable Transmitter KR","Lifestyle",7.1463660907466,"fb",64,"low"
"154",207,2009-08-11,83.24,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",7.1463660907466,"fb",64,"low"
"155",207,2009-08-18,57.41,"Action Camera Pro","Lifestyle",7.1463660907466,"fb",64,"low"
"156",207,2009-08-25,75.6252,"Strapless Heart Rate Monitor","Medical",7.1463660907466,"fb",64,"low"
"157",207,2009-09-03,82.7055,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",7.1463660907466,"fb",64,"low"
"158",207,2009-09-15,60.77,"Microcontroller ES","Fitness",7.1463660907466,"fb",64,"low"
"159",207,2009-09-22,55.27,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",7.1463660907466,"fb",64,"low"
"160",207,2009-10-08,38.15,"Wearable AUSG with Calorie Counter","Medical",7.1463660907466,"fb",64,"low"
"161",207,2009-11-03,58.52,"Step and Distance Pedometer TL Pro","Industrial",7.1463660907466,"fb",64,"low"
"162",207,2009-11-10,37.72,"Biking Tracker U Pro with MP3 Player","Pets and Animals",7.1463660907466,"fb",64,"low"
"163",207,2009-12-01,53.44,"Wearable Transmitter KR","Lifestyle",7.1463660907466,"fb",64,"low"
"164",207,2009-12-08,31.399,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",7.1463660907466,"fb",64,"low"
"165",207,2009-12-15,41.51,"Action Camera Pro","Lifestyle",7.1463660907466,"fb",64,"low"
"166",207,2009-12-21,81.22,"Strapless Heart Rate Monitor","Medical",7.1463660907466,"fb",64,"low"
"167",207,2010-01-26,76.44,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",7.1463660907466,"fb",64,"low"
"168",207,2010-02-02,72.0175,"Microcontroller ES","Fitness",7.1463660907466,"fb",64,"low"
"169",207,2010-02-16,71.8068,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",7.1463660907466,"fb",64,"low"
"170",207,2010-02-22,22.98,"Wearable AUSG with Calorie Counter","Medical",7.1463660907466,"fb",64,"low"
"171",207,2010-02-26,21.88,"Step and Distance Pedometer TL Pro","Industrial",7.1463660907466,"fb",64,"low"
"172",207,2010-03-02,64.94,"Biking Tracker U Pro with MP3 Player","Pets and Animals",7.1463660907466,"fb",64,"low"
"173",207,2010-03-08,57.05,"Wearable Transmitter KR","Lifestyle",7.1463660907466,"fb",64,"low"
"174",225,2009-01-28,16.99,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",29.9645796658006,"fb",26,"low"
"175",230,2009-02-10,16.66,"Action Camera Pro","Lifestyle",29.1417726906948,"fb",45,"low"
"176",230,2009-03-05,18.7,"Strapless Heart Rate Monitor","Medical",29.1417726906948,"fb",45,"low"
"177",230,2009-04-14,21.34,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",29.1417726906948,"fb",45,"low"
"178",253,2009-01-06,57.51,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"179",253,2009-01-15,64.83,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"180",253,2009-01-20,80.48,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
"181",253,2009-01-27,91.53,"Step and Distance Pedometer TL Pro","Industrial",12.3085115998983,"fb",60,"mid"
"182",253,2009-02-02,54.86,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.3085115998983,"fb",60,"mid"
"183",253,2009-02-04,50.12,"Wearable Transmitter KR","Lifestyle",12.3085115998983,"fb",60,"mid"
"184",253,2009-02-11,76.89,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",12.3085115998983,"fb",60,"mid"
"185",253,2009-02-11,18.75,"Action Camera Pro","Lifestyle",12.3085115998983,"fb",60,"mid"
"186",253,2009-03-09,93.34,"Strapless Heart Rate Monitor","Medical",12.3085115998983,"fb",60,"mid"
"187",253,2009-03-19,88.84,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",12.3085115998983,"fb",60,"mid"
"188",253,2009-03-24,83.93,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"189",253,2009-03-26,21.29,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"190",253,2009-03-31,72.7,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
"191",253,2009-04-02,47.92,"Step and Distance Pedometer TL Pro","Industrial",12.3085115998983,"fb",60,"mid"
"192",253,2009-04-07,115.56,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.3085115998983,"fb",60,"mid"
"193",253,2009-04-09,32.34,"Wearable Transmitter KR","Lifestyle",12.3085115998983,"fb",60,"mid"
"194",253,2009-04-09,5.45,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",12.3085115998983,"fb",60,"mid"
"195",253,2009-04-14,67.21,"Action Camera Pro","Lifestyle",12.3085115998983,"fb",60,"mid"
"196",253,2009-04-16,16.96,"Strapless Heart Rate Monitor","Medical",12.3085115998983,"fb",60,"mid"
"197",253,2009-04-23,85.9,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",12.3085115998983,"fb",60,"mid"
"198",253,2009-04-30,102.09,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"199",253,2009-05-05,53.73,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"200",253,2009-05-07,78.98,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
"201",253,2009-05-12,81.41,"Step and Distance Pedometer TL Pro","Industrial",12.3085115998983,"fb",60,"mid"
"202",253,2009-05-20,40.97,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.3085115998983,"fb",60,"mid"
"203",253,2009-05-21,59.61,"Wearable Transmitter KR","Lifestyle",12.3085115998983,"fb",60,"mid"
"204",253,2009-05-26,104.19,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",12.3085115998983,"fb",60,"mid"
"205",253,2009-06-04,91.58,"Action Camera Pro","Lifestyle",12.3085115998983,"fb",60,"mid"
"206",253,2009-06-04,13.27,"Strapless Heart Rate Monitor","Medical",12.3085115998983,"fb",60,"mid"
"207",253,2009-06-09,25.33,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",12.3085115998983,"fb",60,"mid"
"208",253,2009-06-16,141.65,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"209",253,2009-06-19,38.99,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"210",253,2009-06-25,105.84,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
"211",253,2009-06-26,36.05,"Step and Distance Pedometer TL Pro","Industrial",12.3085115998983,"fb",60,"mid"
"212",253,2009-07-02,68.47,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.3085115998983,"fb",60,"mid"
"213",253,2009-07-07,167.73,"Wearable Transmitter KR","Lifestyle",12.3085115998983,"fb",60,"mid"
"214",253,2009-07-14,243.92,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",12.3085115998983,"fb",60,"mid"
"215",253,2009-07-21,67.33,"Action Camera Pro","Lifestyle",12.3085115998983,"fb",60,"mid"
"216",253,2009-07-23,78.3,"Strapless Heart Rate Monitor","Medical",12.3085115998983,"fb",60,"mid"
"217",253,2009-07-31,73.45,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",12.3085115998983,"fb",60,"mid"
"218",253,2009-08-04,112.51,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"219",253,2009-08-11,275.94,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"220",253,2009-08-17,93.54,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
"221",253,2009-08-18,8.55,"Step and Distance Pedometer TL Pro","Industrial",12.3085115998983,"fb",60,"mid"
"222",253,2009-08-25,117.2805,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.3085115998983,"fb",60,"mid"
"223",253,2009-09-01,133.1505,"Wearable Transmitter KR","Lifestyle",12.3085115998983,"fb",60,"mid"
"224",253,2009-09-01,15.1,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",12.3085115998983,"fb",60,"mid"
"225",253,2009-09-08,77.8405,"Action Camera Pro","Lifestyle",12.3085115998983,"fb",60,"mid"
"226",253,2009-09-15,120.7102,"Strapless Heart Rate Monitor","Medical",12.3085115998983,"fb",60,"mid"
"227",253,2009-09-23,183.559,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",12.3085115998983,"fb",60,"mid"
"228",253,2009-09-24,12.89,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"229",253,2009-09-29,64.6677,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"230",253,2009-10-08,193.0202,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
"231",253,2009-10-14,136.45,"Step and Distance Pedometer TL Pro","Industrial",12.3085115998983,"fb",60,"mid"
"232",253,2009-10-15,23.74,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.3085115998983,"fb",60,"mid"
"233",253,2009-11-03,141.1412,"Wearable Transmitter KR","Lifestyle",12.3085115998983,"fb",60,"mid"
"234",253,2009-11-05,33.3537,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",12.3085115998983,"fb",60,"mid"
"235",253,2009-11-12,58.2455,"Action Camera Pro","Lifestyle",12.3085115998983,"fb",60,"mid"
"236",253,2009-12-04,184.1292,"Strapless Heart Rate Monitor","Medical",12.3085115998983,"fb",60,"mid"
"237",253,2009-12-09,82.6957,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",12.3085115998983,"fb",60,"mid"
"238",253,2009-12-11,14.9875,"Microcontroller ES","Fitness",12.3085115998983,"fb",60,"mid"
"239",253,2009-12-18,78.28,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",12.3085115998983,"fb",60,"mid"
"240",253,2009-12-28,198.7354,"Wearable AUSG with Calorie Counter","Medical",12.3085115998983,"fb",60,"mid"
