orderTimestamp,customerId,amountSpent,productName,productCategory
2009-03-17,98,4.09,Step and Distance Pedometer TL Pro,Industrial
2009-03-18,98,3.59,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-03-18,98,3.59,Wearable Transmitter KR,Lifestyle
2009-04-01,98,2.03,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-10,98,3.59,Action Camera Pro,Lifestyle
2009-04-10,98,5.11,Strapless Heart Rate Monitor,Medical
2009-05-05,98,3.59,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-01-19,112,17.76,Microcontroller ES,Fitness
2009-11-13,141,30.87,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-02-14,147,23.26,Wearable AUSG with Calorie Counter,Medical
2009-12-13,160,37.46,Step and Distance Pedometer TL Pro,Industrial
2010-01-10,160,65.09,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-02-08,177,44.7928,Wearable Transmitter KR,Lifestyle
2010-02-09,177,41.6928,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-19,180,66.21,Action Camera Pro,Lifestyle
2009-09-21,180,46.0502,Strapless Heart Rate Monitor,Medical
2009-01-27,182,291.64,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-02-18,182,390.0692,Microcontroller ES,Fitness
2010-02-22,182,79.4442,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-03-04,182,260.122,Wearable AUSG with Calorie Counter,Medical
2010-03-08,182,270.1352,Step and Distance Pedometer TL Pro,Industrial
2009-04-07,200,29.8,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-14,200,6.26,Wearable Transmitter KR,Lifestyle
2009-07-13,200,2.24,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-08-02,200,13.67,Action Camera Pro,Lifestyle
2009-10-12,200,13.58,Strapless Heart Rate Monitor,Medical
2009-10-19,200,6.54,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-01-18,200,7.443,Microcontroller ES,Fitness
2009-03-22,202,101.83,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-04-08,202,206.32,Wearable AUSG with Calorie Counter,Medical
2009-04-30,202,142.04,Step and Distance Pedometer TL Pro,Industrial
2009-05-05,202,111.41,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-12,202,96.14,Wearable Transmitter KR,Lifestyle
2009-05-20,202,162.41,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-27,202,144.73,Action Camera Pro,Lifestyle
2009-06-03,202,81.82,Strapless Heart Rate Monitor,Medical
2009-06-29,202,208.52,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-08-11,202,142.86,Microcontroller ES,Fitness
2009-08-20,202,230.71,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-09-01,202,164.3,Wearable AUSG with Calorie Counter,Medical
2009-09-08,202,243.9302,Step and Distance Pedometer TL Pro,Industrial
2009-10-15,202,173.65,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-10-19,202,87.6505,Wearable Transmitter KR,Lifestyle
2009-10-27,202,206.29,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-11-04,202,115.9505,Action Camera Pro,Lifestyle
2009-11-11,202,216.3905,Strapless Heart Rate Monitor,Medical
2009-11-18,202,158.94,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-01-26,202,161.77,Microcontroller ES,Fitness
2009-01-13,207,32.96,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-01-20,207,24.24,Wearable AUSG with Calorie Counter,Medical
2009-02-05,207,22.6,Step and Distance Pedometer TL Pro,Industrial
2009-02-12,207,55.4,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-02-12,207,3.02,Wearable Transmitter KR,Lifestyle
2009-02-19,207,28.29,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-02-19,207,2.65,Action Camera Pro,Lifestyle
2009-02-19,207,2.8,Strapless Heart Rate Monitor,Medical
2009-02-26,207,29.22,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-02-26,207,28.34,Microcontroller ES,Fitness
2009-03-10,207,17.81,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-03-17,207,45.3,Wearable AUSG with Calorie Counter,Medical
2009-03-24,207,39.3,Step and Distance Pedometer TL Pro,Industrial
2009-04-14,207,14.42,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-23,207,28.17,Wearable Transmitter KR,Lifestyle
2009-05-14,207,38.95,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-21,207,31.77,Action Camera Pro,Lifestyle
2009-05-28,207,34.24,Strapless Heart Rate Monitor,Medical
2009-06-04,207,41.12,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-11,207,22.67,Microcontroller ES,Fitness
2009-06-16,207,46.38,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-25,207,14.66,Wearable AUSG with Calorie Counter,Medical
2009-06-30,207,9.25,Step and Distance Pedometer TL Pro,Industrial
2009-07-23,207,29.41,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-27,207,30.6,Wearable Transmitter KR,Lifestyle
2009-08-11,207,83.24,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-08-18,207,57.41,Action Camera Pro,Lifestyle
2009-08-25,207,75.6252,Strapless Heart Rate Monitor,Medical
2009-09-03,207,82.7055,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-09-15,207,60.77,Microcontroller ES,Fitness
2009-09-22,207,55.27,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-10-08,207,38.15,Wearable AUSG with Calorie Counter,Medical
2009-11-03,207,58.52,Step and Distance Pedometer TL Pro,Industrial
2009-11-10,207,37.72,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-12-01,207,53.44,Wearable Transmitter KR,Lifestyle
2009-12-08,207,31.399,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-12-15,207,41.51,Action Camera Pro,Lifestyle
2009-12-21,207,81.22,Strapless Heart Rate Monitor,Medical
2010-01-26,207,76.44,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-02-02,207,72.0175,Microcontroller ES,Fitness
2010-02-16,207,71.8068,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-02-22,207,22.98,Wearable AUSG with Calorie Counter,Medical
2010-02-26,207,21.88,Step and Distance Pedometer TL Pro,Industrial
2010-03-02,207,64.94,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-03-08,207,57.05,Wearable Transmitter KR,Lifestyle
2009-01-28,225,16.99,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-02-10,230,16.66,Action Camera Pro,Lifestyle
2009-03-05,230,18.7,Strapless Heart Rate Monitor,Medical
2009-04-14,230,21.34,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-01-06,253,57.51,Microcontroller ES,Fitness
2009-01-15,253,64.83,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-01-20,253,80.48,Wearable AUSG with Calorie Counter,Medical
2009-01-27,253,91.53,Step and Distance Pedometer TL Pro,Industrial
2009-02-02,253,54.86,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-02-04,253,50.12,Wearable Transmitter KR,Lifestyle
2009-02-11,253,76.89,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-02-11,253,18.75,Action Camera Pro,Lifestyle
2009-03-09,253,93.34,Strapless Heart Rate Monitor,Medical
2009-03-19,253,88.84,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-03-24,253,83.93,Microcontroller ES,Fitness
2009-03-26,253,21.29,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-03-31,253,72.7,Wearable AUSG with Calorie Counter,Medical
2009-04-02,253,47.92,Step and Distance Pedometer TL Pro,Industrial
2009-04-07,253,115.56,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-09,253,32.34,Wearable Transmitter KR,Lifestyle
2009-04-09,253,5.45,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-14,253,67.21,Action Camera Pro,Lifestyle
2009-04-16,253,16.96,Strapless Heart Rate Monitor,Medical
2009-04-23,253,85.9,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-04-30,253,102.09,Microcontroller ES,Fitness
2009-05-05,253,53.73,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-05-07,253,78.98,Wearable AUSG with Calorie Counter,Medical
2009-05-12,253,81.41,Step and Distance Pedometer TL Pro,Industrial
2009-05-20,253,40.97,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-21,253,59.61,Wearable Transmitter KR,Lifestyle
2009-05-26,253,104.19,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-04,253,91.58,Action Camera Pro,Lifestyle
2009-06-04,253,13.27,Strapless Heart Rate Monitor,Medical
2009-06-09,253,25.33,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-16,253,141.65,Microcontroller ES,Fitness
2009-06-19,253,38.99,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-25,253,105.84,Wearable AUSG with Calorie Counter,Medical
2009-06-26,253,36.05,Step and Distance Pedometer TL Pro,Industrial
2009-07-02,253,68.47,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-07,253,167.73,Wearable Transmitter KR,Lifestyle
2009-07-14,253,243.92,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-21,253,67.33,Action Camera Pro,Lifestyle
2009-07-23,253,78.3,Strapless Heart Rate Monitor,Medical
2009-07-31,253,73.45,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-08-04,253,112.51,Microcontroller ES,Fitness
2009-08-11,253,275.94,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-08-17,253,93.54,Wearable AUSG with Calorie Counter,Medical
2009-08-18,253,8.55,Step and Distance Pedometer TL Pro,Industrial
2009-08-25,253,117.2805,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-09-01,253,133.1505,Wearable Transmitter KR,Lifestyle
2009-09-01,253,15.1,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-09-08,253,77.8405,Action Camera Pro,Lifestyle
2009-09-15,253,120.7102,Strapless Heart Rate Monitor,Medical
2009-09-23,253,183.559,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-09-24,253,12.89,Microcontroller ES,Fitness
2009-09-29,253,64.6677,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-10-08,253,193.0202,Wearable AUSG with Calorie Counter,Medical
2009-10-14,253,136.45,Step and Distance Pedometer TL Pro,Industrial
2009-10-15,253,23.74,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-11-03,253,141.1412,Wearable Transmitter KR,Lifestyle
2009-11-05,253,33.3537,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-11-12,253,58.2455,Action Camera Pro,Lifestyle
2009-12-04,253,184.1292,Strapless Heart Rate Monitor,Medical
2009-12-09,253,82.6957,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-11,253,14.9875,Microcontroller ES,Fitness
2009-12-18,253,78.28,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-12-28,253,198.7354,Wearable AUSG with Calorie Counter,Medical
2009-12-28,253,5.115,Step and Distance Pedometer TL Pro,Industrial
2010-01-05,253,65.1562,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-01-07,253,31.1478,Wearable Transmitter KR,Lifestyle
2010-01-12,253,210.89,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-01-19,253,105.739,Action Camera Pro,Lifestyle
2010-01-26,253,166.457,Strapless Heart Rate Monitor,Medical
2010-01-30,253,42.3975,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-02-01,253,136.1052,Microcontroller ES,Fitness
2010-02-09,253,203.433,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-02-15,253,129.07,Wearable AUSG with Calorie Counter,Medical
2010-02-22,253,166.3652,Step and Distance Pedometer TL Pro,Industrial
2010-03-01,253,165.1375,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-03-08,253,294.2708,Wearable Transmitter KR,Lifestyle
2009-01-14,277,127.47,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-01-28,277,146.085,Action Camera Pro,Lifestyle
2009-02-15,277,89.295,Strapless Heart Rate Monitor,Medical
2009-02-25,277,169.72,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-03-11,277,104.45,Microcontroller ES,Fitness
2009-03-19,277,187.81,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-04-02,277,117.76,Wearable AUSG with Calorie Counter,Medical
2009-04-09,277,64.8,Step and Distance Pedometer TL Pro,Industrial
2009-04-15,277,47.03,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-20,277,94.87,Wearable Transmitter KR,Lifestyle
2009-05-12,277,181.295,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-21,277,118.76,Action Camera Pro,Lifestyle
2009-06-09,277,177.12,Strapless Heart Rate Monitor,Medical
2009-06-18,277,120.61,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-02,277,137.01,Microcontroller ES,Fitness
2009-07-13,277,179.49,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-29,277,100.05,Wearable AUSG with Calorie Counter,Medical
2009-08-17,277,269.125,Step and Distance Pedometer TL Pro,Industrial
2009-09-02,277,234.591,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-09-22,277,136.5805,Wearable Transmitter KR,Lifestyle
2009-09-29,277,105.6752,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-10-20,277,153.09,Action Camera Pro,Lifestyle
2009-11-03,277,212.5655,Strapless Heart Rate Monitor,Medical
2009-11-11,277,199.8052,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-16,277,336.717,Microcontroller ES,Fitness
2009-12-22,277,100.1412,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-01-12,277,263.4845,Wearable AUSG with Calorie Counter,Medical
2010-01-25,277,286.3177,Step and Distance Pedometer TL Pro,Industrial
2010-02-02,277,214.04,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-02-22,277,210.296,Wearable Transmitter KR,Lifestyle
2010-03-08,277,200.38,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-02-09,407,20.55,Action Camera Pro,Lifestyle
2009-01-13,457,50.21,Strapless Heart Rate Monitor,Medical
2009-03-05,457,39.44,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-21,457,50.67,Microcontroller ES,Fitness
2009-12-14,457,92.2452,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-01-11,457,56.07,Wearable AUSG with Calorie Counter,Medical
2010-01-18,457,28.81,Step and Distance Pedometer TL Pro,Industrial
2010-01-25,457,53.89,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-02-22,457,37.13,Wearable Transmitter KR,Lifestyle
2010-03-03,457,60.235,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-03-08,457,42.56,Action Camera Pro,Lifestyle
2009-02-19,464,12.6,Strapless Heart Rate Monitor,Medical
2009-01-12,550,87.63,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-02-09,550,89.33,Microcontroller ES,Fitness
2009-02-23,550,177.63,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-05-31,550,101.09,Wearable AUSG with Calorie Counter,Medical
2009-06-22,550,94.34,Step and Distance Pedometer TL Pro,Industrial
2010-01-06,550,113.771,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-01-24,616,101.22,Wearable Transmitter KR,Lifestyle
2009-03-17,616,93.29,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-20,616,191.62,Action Camera Pro,Lifestyle
2009-05-19,807,89.56,Strapless Heart Rate Monitor,Medical
2009-06-11,807,32.7,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-14,807,41.79,Microcontroller ES,Fitness
2009-12-21,825,52.39,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-01-13,891,131.98,Wearable AUSG with Calorie Counter,Medical
2009-01-27,891,105.73,Step and Distance Pedometer TL Pro,Industrial
2009-02-10,891,136.07,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-02-25,891,117.51,Wearable Transmitter KR,Lifestyle
2009-03-10,891,134,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-01,891,155.35,Action Camera Pro,Lifestyle
2009-04-14,891,67.66,Strapless Heart Rate Monitor,Medical
2009-04-27,891,145.37,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-18,891,117.51,Microcontroller ES,Fitness
2009-05-28,891,127.47,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-10,891,66.28,Wearable AUSG with Calorie Counter,Medical
2009-06-15,891,66.08,Step and Distance Pedometer TL Pro,Industrial
2009-06-22,891,54.13,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-14,891,47.88,Wearable Transmitter KR,Lifestyle
2009-07-20,891,44.42,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-09-08,891,114.02,Action Camera Pro,Lifestyle
2009-10-21,891,56.0252,Strapless Heart Rate Monitor,Medical
2009-11-05,891,130.41,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-11-18,891,51.33,Microcontroller ES,Fitness
2009-12-06,891,60.92,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-12-22,891,45.7102,Wearable AUSG with Calorie Counter,Medical
2009-12-23,891,63.31,Step and Distance Pedometer TL Pro,Industrial
2010-01-21,891,69.55,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-02-04,891,132.97,Wearable Transmitter KR,Lifestyle
2009-01-20,899,12.29,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-01-12,937,41.35,Action Camera Pro,Lifestyle
2010-01-19,937,35.5402,Strapless Heart Rate Monitor,Medical
2010-01-27,937,48.6488,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-03-03,937,56.3302,Microcontroller ES,Fitness
2010-01-04,940,116.4058,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-05-10,1023,28.82,Wearable AUSG with Calorie Counter,Medical
2009-05-15,1023,26.37,Step and Distance Pedometer TL Pro,Industrial
2009-05-21,1023,46,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-09-11,1023,36.99,Wearable Transmitter KR,Lifestyle
2009-10-01,1023,76.52,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-12-27,1027,42.82,Action Camera Pro,Lifestyle
2009-03-01,1409,25.93,Strapless Heart Rate Monitor,Medical
2009-05-19,1409,27.01,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-10-22,1409,53.66,Microcontroller ES,Fitness
2009-01-06,1558,62.74,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-01-27,1558,71.88,Wearable AUSG with Calorie Counter,Medical
2009-03-17,1558,44.01,Step and Distance Pedometer TL Pro,Industrial
2009-03-26,1558,37.78,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-19,1558,46.98,Wearable Transmitter KR,Lifestyle
2009-11-03,1558,138.56,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-11-17,1558,76.85,Action Camera Pro,Lifestyle
2009-11-23,1558,236.45,Strapless Heart Rate Monitor,Medical
2009-11-30,1558,102.9042,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-08,1558,50.47,Microcontroller ES,Fitness
2009-12-08,1558,14.21,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-12-15,1558,281.6052,Wearable AUSG with Calorie Counter,Medical
2010-01-05,1558,112.77,Step and Distance Pedometer TL Pro,Industrial
2009-02-10,1588,18.32,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-01-14,1625,33.22,Wearable Transmitter KR,Lifestyle
2009-05-08,1625,48.49,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-22,1625,36.4,Action Camera Pro,Lifestyle
2009-07-31,1625,50.07,Strapless Heart Rate Monitor,Medical
2009-08-21,1625,27.39,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-09-24,1625,35.5602,Microcontroller ES,Fitness
2009-10-30,1625,50.38,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-01-29,1625,33.814,Wearable AUSG with Calorie Counter,Medical
2009-08-18,1701,57.33,Step and Distance Pedometer TL Pro,Industrial
2009-09-09,1701,50.493,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-09-24,1701,91.76,Wearable Transmitter KR,Lifestyle
2009-10-08,1701,28.39,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-10-15,1701,28.79,Action Camera Pro,Lifestyle
2009-10-30,1701,53.12,Strapless Heart Rate Monitor,Medical
2009-11-24,1701,51.63,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-18,1701,106.2787,Microcontroller ES,Fitness
2009-12-30,1701,116.423,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-09-30,1844,53.1402,Wearable AUSG with Calorie Counter,Medical
2009-10-24,1925,87.581,Step and Distance Pedometer TL Pro,Industrial
2009-03-10,2195,49.15,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-03-17,2195,23.27,Wearable Transmitter KR,Lifestyle
2009-05-27,2195,53.77,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-01,2195,47.58,Action Camera Pro,Lifestyle
2010-01-31,2195,95.4563,Strapless Heart Rate Monitor,Medical
2010-02-16,2195,64.84,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-01-07,2235,25.7177,Microcontroller ES,Fitness
2010-01-13,2235,16.54,Microcontroller OGBE with Wi-Fi and GPS,Awesome
